masv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
3EBE6597XPvAibaEXe+g+689Av0WQ6QNNXH26G5j,THPT,24.75,37,4,THPT H˘ng V??ng
1F27D1F2XPvAibaEXe+g+689Av0WQ+w7Qr9QYrfo,THPT,23.8,51,24,THPT T?nh BiÍn
673CB672XPvAibaEXe+g+689Av0WQyWfZz/S798Q,THPT,23.95,40,69,THPT Tr?n ??i Ngh?a
30F12A42XPvAibaEXe+g+689Av0WQ/y+ZKHDA23S,THPT,24.85,51,25,THPT Chi L?ng
FCF5BD41XPvAibaEXe+iIJOpfrvDw3Y0BDNPCdhv,THPT,24.15,47,8,THPT T·nh Linh
35CFC31BXPvAibaEXe+iIJOpfrvDw19cYffrUhx5,THPT,22.15,2,53,THPT Nguy?n CÙng Tr?
A0907EC0XPvAibaEXe+iIJOpfrvDw6LhQxaRAJim,THPT,23.8,2,60,THPT Tr?n Ph˙
F00FA95AXPvAibaEXe+iIJOpfrvDwyFLtazciWEk,THPT,23.85,48,4,THPT Nam H‡
4D99C6D7XPvAibaEXe+iIJOpfrvDw4SXoIW1xkf5,THPT,23.5,2,50,THPT Tr??ng Chinh
0E3CD80AXPvAibaEXe+iIJOpfrvDw/LOXzIQc4yS,THPT,21.75,2,44,THCS V¿ THPT DiÍn H?ng
07041016XPvAibaEXe+iIJOpfrvDw0cyN3jgSrMf,THPT,24.9,52,9,THPT Ch‚u Th‡nh
615CD044XPvAibaEXe+iIJOpfrvDw2MDa3Xhq30w,THPT,24.9,32,16,THPT Th? x„ Qu?ng Tr?
F0A39268XPvAibaEXe+iIJOpfrvDw+wwVAHpHkrV,THPT,24.15,2,53,THPT Nguy?n CÙng Tr?
FBBA5CC9XPvAibaEXe9yRt5bXcOfsuxuuIniNi4p,THPT,24.4,63,9,THPT KrÙng NÙ
AB0C7AB6XPvAibaEXe9yRt5bXcOfsh6ASALVihBA,THPT,24.6,2,66,THPT Gia ??nh
0D25B7B4XPvAibaEXe9yRt5bXcOfsoxkwTgZfsWI,THPT,23.05,2,245,THCS v‡ THPT Nguy?n Khuy?n
32320C2CXPvAibaEXe9yRt5bXcOfsoAwfBPsvoS8,THPT,23.2,44,13,THPT Hu?nh V?n Ngh?
5C427CB8XPvAibaEXe9yRt5bXcOfsjwYNwwE+04M,THPT,19.25,46,5,THPT T‚y Ninh
7206970DXPvAibaEXe9yRt5bXcOfssCuK/ccjZpP,THPT,24.95,41,41,THPT NgÙ Gia T?
A67F245CXPvAibaEXe9yRt5bXcOfstXiEpKBa8kE,THPT,23.4,42,26,THPT B?o L?c
6BAD0417XPvAibaEXe9yRt5bXcOfsnbU3QAawVSU,THPT,25.5,53,25,THPT Tr??ng ??nh
B90EBCC3XPvAibaEXe9yRt5bXcOfsi/UPp+g+7My,THPT,24.65,56,75,THPT LÍ Ho‡i ?Ùn
EC7FDAFAXPvAibaEXe9yRt5bXcOfsijDufwvpJgd,THPT,25,61,4,THPT Th?i BÏnh
C8682BC1XPvAibaEXe/twT+sf632fbl6k0Q4eVe8,THPT,21.15,51,19,THPT Tr?n V?n Th‡nh
0001EB57XPvAibaEXe/twT+sf632fUXnsgPGeB4G,THPT,26.05,29,73,THPT Thanh Ch??ng 3
468CAE9CXPvAibaEXe/twT+sf632fdkP6ftA8QP3,THPT,20.95,2,1,THPT Tr?ng V??ng
8B1987BCXPvAibaEXe/twT+sf632faSMkP/nbJtw,THPT,24.75,47,13,THPT ChuyÍn Tr?n H?ng ??o
02D11BA0XPvAibaEXe/twT+sf632fV68MOhuBLMU,THPT,23.9,32,16,THPT Th? x„ Qu?ng Tr?
06DEC3FFXPvAibaEXe/twT+sf632fctdpzTwNzBW,THPT,21.1,2,255,THCS THPT H?ng ??c
DD26669CXPvAibaEXe/twT+sf632faVfSD0i27Nj,THPT,24.3,37,21,THPT Quang Trung
0850B0F9XPvAibaEXe/twT+sf632fdDzR/0GA7ku,THPT,20.4,49,2,THPT T‚n An
F3DC9766XPvAibaEXe/twT+sf632fXAqVDXhe9ZZ,THPT,25.35,61,6,THPT U Minh
7BA2F48FXPvAibaEXe/twT+sf632fW8aXJozavJO,THPT,21.5,50,14,THPT Th‡nh ph? Sa ?Èc
53C76C78XPvAibaEXe++P1Ki321T8dLKmOd542vM,THPT,21.65,46,5,THPT T‚y Ninh
3464C694XPvAibaEXe++P1Ki321T8aj89R6oz/6m,THPT,27.2,45,3,THPT Ninh H?i
851A2F6EXPvAibaEXe++P1Ki321T8V+ZvvTEOTWt,THPT,23.6,43,3,THPT ChuyÍn Quang Trung
761D0BE0XPvAibaEXe++P1Ki321T8fSUdMv0uQgk,THPT,22.5,2,220,"TH, THCS v‡ THPT NgÙ Th?i Nhi?m"
09C5F90EXPvAibaEXe++P1Ki321T8WzWUflk+Nbj,THPT,23.2,38,10,Tr??ng THPT L??ng Th? Vinh
2D694BC4XPvAibaEXe++P1Ki321T8TsdytVRMCMH,THPT,21.3,2,217,THCS v‡ THPT ??c TrÌ
814DECDCXPvAibaEXe++P1Ki321T8SRYTMMR57OU,THPT,22.55,32,35,THPT Lao B?o
9131269CXPvAibaEXe++P1Ki321T8QwiqZBNKu1/,THPT,23.05,51,30,THPT Nguy?n H?u C?nh
7B95A5C9XPvAibaEXe++P1Ki321T8Vj7DrzEq3Bh,THPT,24.1,2,24,THPT BÏnh Ph˙
F41340DCXPvAibaEXe++P1Ki321T8Z41T6oVJDou,THPT,24.05,46,3,THPT chuyÍn Ho‡ng LÍ Kha
85920946XPvAibaEXe/6es9ZTmhAJWULVfgdHLzy,THPT,24.05,39,46,THCS v‡ THPT Vı NguyÍn Gi·p (T? 01/01/2020)
6EDD9279XPvAibaEXe/6es9ZTmhAJYZtnmVC9i7g,THPT,22.3,40,59,THPT Th?c h‡nh Cao NguyÍn
A9194BC8XPvAibaEXe/6es9ZTmhAJWH1GOHxiRfg,THPT,24,2,54,THPT Tr?n H?ng ??o
1E2880BEXPvAibaEXe/6es9ZTmhAJRQcqZYLq6O+,THPT,21.95,48,3,THPT NgÙ Quy?n
16330429XPvAibaEXe/6es9ZTmhAJYovsQOSNcAx,THPT,24.5,51,16,THPT Chu V?n An
AFAD2A51XPvAibaEXe/6es9ZTmhAJcgOBagnlwbW,THPT,24.55,41,17,THPT chuyÍn LÍ Qu˝ ?Ùn
79984E21XPvAibaEXe/6es9ZTmhAJXGJeq36DaW3,THPT,21.25,52,45,THPT Tr?n H?ng ??o
ABC4F536XPvAibaEXe/6es9ZTmhAJU1gE/KF2/SH,THPT,20.55,52,9,THPT Ch‚u Th‡nh
8D1FD34FXPvAibaEXe/6es9ZTmhAJSrTTrc0XbOf,THPT,21.3,33,14,THPT Nguy?n ChÌ Thanh
D6B9B223XPvAibaEXe/X5qOvA9deFYAh2XNjLXb3,THPT,24.4,53,10,THPT T‚n Hi?p
AD2D3287XPvAibaEXe/X5qOvA9deFUS0IY8Er9pu,THPT,23.65,2,1,THPT Tr?ng V??ng
67A05D6CXPvAibaEXe/X5qOvA9deFRJ0DDr9P9j3,THPT,24.55,56,20,THPT Phan Thanh Gi?n
9B2EE136XPvAibaEXe/X5qOvA9deFWAv7YB0HYtm,THPT,23.05,57,3,THPT V?nh Long
E5E32A6AXPvAibaEXe/X5qOvA9deFclQHeQ/vAlU,THPT,21.75,51,20,THPT Ch‚u Ph˙
DFD30B21XPvAibaEXe/X5qOvA9deFa5OjIz1SoyN,THPT,21.5,2,53,THPT Nguy?n CÙng Tr?
F2ECE03CXPvAibaEXe/X5qOvA9deFS0DFHPqxipl,THPT,23.65,31,38,THPT L? Thu?
8551438DXPvAibaEXe/X5qOvA9deFcCm7Tv0Ewbt,THPT,22.5,48,206,TH-THCS-THPT Tr?nh Ho‡i ??c
13655380XPvAibaEXe/X5qOvA9deFSqB+D+B3Wl4,THPT,23.5,51,10,THPT An Ph˙
BE573A0FXPvAibaEXe/X5qOvA9deFWiLIcL3XnRq,THPT,23.05,48,35,THPT V?nh C?u
406CA736XPvAibaEXe/EbCJQv4uheJSkPxWpbZwW,THPT,23.7,50,24,THPT Cao L„nh 1
09792F8AXPvAibaEXe/EbCJQv4uheBJq+S2/WJDS,THPT,24.85,53,1,THPT C·i BË
A1D12A14XPvAibaEXe/EbCJQv4uheBzrEAuuc+9B,THPT,23.7,31,2,THPT ?‡o Duy T?
0E479942XPvAibaEXe/EbCJQv4uheFVawqT5Hb/C,THPT,24,41,15,THPT L˝ T? Tr?ng
686F0240XPvAibaEXe/EbCJQv4uheLsCvuE8vs+G,THPT,19.65,42,21,THPT Di Linh
E4163ECCXPvAibaEXe/EbCJQv4uheGR8fcjpy0Ho,THPT,24.15,48,36,THPT Tr? An
E4A2CA5FXPvAibaEXe/EbCJQv4uheBFQbvWbrhdc,THPT,25.9,42,56,THPT Nguy?n Vi?t Xu‚n - Di Linh
72799547XPvAibaEXe/EbCJQv4uheCs1N4MmdI1Q,THPT,25.3,33,1,THPT ChuyÍn Qu?c H?c-Hu?
35865CD6XPvAibaEXe/EbCJQv4uheDwpQamyLarT,THPT,24.1,34,30,THPT Nguy?n V?n C?
63AB05E2XPvAibaEXe9/w7qCPr4fx5T4ywW+XAPz,THPT,21.65,40,16,THPT Tr?n Qu?c To?n
F7047BC2XPvAibaEXe9/w7qCPr4fx1n88eauBXwE,THPT,24.75,36,3,THPT chuyÍn Nguy?n T?t Th‡nh
F89F5B19XPvAibaEXe9/w7qCPr4fx7yoct15oaoS,THPT,22.8,51,10,THPT An Ph˙
FFDC81D5XPvAibaEXe9/w7qCPr4fx1roEzeCxcg8,THPT,25.1,33,1,THPT ChuyÍn Qu?c H?c-Hu?
008BC94CXPvAibaEXe9/w7qCPr4fx1vMkMDBbGR/,THPT,24.15,2,57,THPT Nguy?n ChÌ Thanh
19BBE919XPvAibaEXe9/w7qCPr4fx730Ys7C6Pnx,THPT,21.45,37,1,Qu?c H?c Quy Nh?n
32F9100AXPvAibaEXe9/w7qCPr4fx1TwnmX9dAd1,THPT,20.8,42,93,THPT ChuyÍn B?o L?c
312DE7FEXPvAibaEXe9/w7qCPr4fx7wnJbpMwzOR,THPT,24.55,51,40,THPT Nguy?n V?n Tho?i
47929769XPvAibaEXe9/w7qCPr4fx5ZSKwER9cBP,THPT,25.65,2,5,THPT L??ng Th? Vinh
7B4D341FXPvAibaEXe9/w7qCPr4fx7bYTS1UiH5h,THPT,24.65,38,16,Tr??ng THPT Nguy?n B?nh KhiÍm
0C462C74XPvAibaEXe98rLBMbW9WWdnI+g77HgqD,THPT,23.8,40,61,THPT Nguy?n V?n C?
81A16E02XPvAibaEXe98rLBMbW9WWZYzqql2Y9VW,THPT,24.7,2,23,THPT M?c ??nh Chi
B3D68FC5XPvAibaEXe98rLBMbW9WWRAfSMcdOHDg,THPT,25.55,32,40,THPT Gio Linh
66CA5BA9XPvAibaEXe98rLBMbW9WWR7xPkTygvnz,THPT,23.1,40,51,THPT Nguy?n Tr??ng T?
C562F6BCXPvAibaEXe98rLBMbW9WWeTXnniCvI8f,THPT,24.35,33,12,THPT Tam Giang
1AF11951XPvAibaEXe98rLBMbW9WWU4GQh97XuTC,THPT,22.15,2,7,THPT Gi?ng ‘ng T?
5769D718XPvAibaEXe98rLBMbW9WWbEmCMpQV7QR,THPT,24.3,53,28,THPT GÚ CÙng ?Ùng
0F04DA5EXPvAibaEXe98rLBMbW9WWe80/0gktK2q,THPT,23.2,39,5,THPT ChuyÍn L??ng V?n Ch·nh
93B16D35XPvAibaEXe98rLBMbW9WWajDKHxQWdwm,THPT,25.05,33,1,THPT ChuyÍn Qu?c H?c-Hu?
B4FFB99BXPvAibaEXe98rLBMbW9WWeYMnBpskQrb,THPT,22.6,33,2,THPT Hai B‡ Tr?ng
63AEE0E1XPvAibaEXe/MMx1dMBtPnZgENpzeH0a3,THPT,22.35,31,4,THPT ChuyÍn Vı NguyÍn Gi·p
3AE9D52AXPvAibaEXe/MMx1dMBtPnSBGva9BdDMm,THPT,23.65,34,37,THPT Ti?u La
AAD47E91XPvAibaEXe/MMx1dMBtPnZSiumv5WHCQ,THPT,25,37,45,THPT An L„o
5579D3EBXPvAibaEXe/MMx1dMBtPnSMMbhp+C7hs,THPT,23.85,4,5,THPT chuyÍn LÍ Qu˝ ?Ùn
5ECA05E4XPvAibaEXe/MMx1dMBtPndI+Jb7jkgeU,THPT,24.6,34,25,THPT ?? ??ng Tuy?n
5184C2D8XPvAibaEXe/MMx1dMBtPnfS6Aify5Ald,THPT,23.95,56,8,THPT Tr??ng V?nh K˝
C865FEF8XPvAibaEXe/MMx1dMBtPnZ2NGclM/qOf,THPT,26.1,48,44,THPT LÍ Qu˝ ?Ùn
F6213C7FXPvAibaEXe/MMx1dMBtPnQrE1yYQ0PoC,THPT,21.45,37,45,THPT An L„o
D39B4BD9XPvAibaEXe/MMx1dMBtPnYkQf8xjAzDw,THPT,23.5,31,39,THPT Ho‡ng Hoa Th·m
4DFBCD0BXPvAibaEXe815EPCWwbvwa6bmTH2lz2k,THPT,21.75,2,54,THPT Tr?n H?ng ??o
DA3E280FXPvAibaEXe815EPCWwbvwecSRsiPSikM,THPT,21.7,44,26,THPT BÏnh An
6D1D3429XPvAibaEXe815EPCWwbvwSLQJvbnbMVb,THPT,21.2,44,8,THPT BÏnh Ph˙
D67D27A4XPvAibaEXe815EPCWwbvwe1487FaOvMA,THPT,22.95,2,56,THPT Nguy?n Th·i BÏnh
BAFC9C7EXPvAibaEXe815EPCWwbvwQXJi2oa+4HX,THPT,22.7,33,2,THPT Hai B‡ Tr?ng
AA258976XPvAibaEXe815EPCWwbvwRWcuxDnT92V,THPT,21.05,52,28,THPT Nguy?n Du
66D88B14XPvAibaEXe815EPCWwbvwbJvb0G+NdOp,THPT,20,48,4,THPT Nam H‡
7F4DBF67XPvAibaEXe815EPCWwbvwaQx27BUTx8v,THPT,20.8,61,9,THPT ??m D?i
E410BFF7XPvAibaEXe815EPCWwbvwQUaWDvNGT9m,THPT,20.35,48,53,THPT Tr?n BiÍn
A5DC0C28XPvAibaEXe815EPCWwbvwVqtdPrtoku1,THPT,24.9,2,23,THPT M?c ??nh Chi
96FB7A63XPvAibaEXe8UkZVD+5XbrHcUj5QffQfy,THPT,23.25,52,3,THPT ?inh TiÍn Ho‡ng
079AC3CCXPvAibaEXe8UkZVD+5XbrMQZiu8kPWJs,THPT,21.65,2,220,"TH, THCS v‡ THPT NgÙ Th?i Nhi?m"
1C609B59XPvAibaEXe8UkZVD+5XbrP9fRgzYGpJ+,THPT,23.45,2,9,THPT LÍ Qu˝ ?Ùn
D1E43B44XPvAibaEXe8UkZVD+5XbrMJ2A5eQt9Lh,THPT,21.35,2,222,TH THCS v‡ THPT V?n H?nh
A4A0CFA0XPvAibaEXe8UkZVD+5XbrEoByUk6dDly,THPT,22.1,43,39,THPT Ph˙ Ri?ng
5A758833XPvAibaEXe8UkZVD+5XbrMlwmHooi//x,THPT,24.7,2,245,THCS v‡ THPT Nguy?n Khuy?n
D75F7AF3XPvAibaEXe8UkZVD+5XbrAXdMpZ3BbG7,THPT,23.65,37,1,Qu?c H?c Quy Nh?n
A1B6FE81XPvAibaEXe8UkZVD+5XbrHHu+9+n8Cn4,THPT,24.9,32,16,THPT Th? x„ Qu?ng Tr?
83778D4CXPvAibaEXe8UkZVD+5XbrJWBu7nie7TC,THPT,23.3,2,95,THPT B‡ ?i?m
2FF2D346XPvAibaEXe+IVHw2W4UqasQiy0d+uqF7,THPT,22.6,2,66,THPT Gia ??nh
95249315XPvAibaEXe+IVHw2W4Uqahl7RHhwIliI,THPT,21.3,35,31,Tr??ng THPT Tr?n Quang Di?u
94A6BB31XPvAibaEXe+IVHw2W4Uqah4dooDrSrIK,THPT,24,53,6,THPT ??c Binh Ki?u
49AFA78CXPvAibaEXe+IVHw2W4Uqalb8BVExen18,THPT,23.6,33,1,THPT ChuyÍn Qu?c H?c-Hu?
B95CBA5DXPvAibaEXe+IVHw2W4UqamRvsYDlgM1i,THPT,20.45,2,48,THPT Vı Tr??ng To?n
EB61647CXPvAibaEXe+IVHw2W4Uqat2aIsIjo8OH,THPT,23.1,56,20,THPT Phan Thanh Gi?n
5B251F69XPvAibaEXe+IVHw2W4UqatoV9qfDUYEo,THPT,22.1,49,12,THPT H?u Ngh?a
361908CBXPvAibaEXe+IVHw2W4UqallYRA4x04U0,THPT,25.3,53,25,THPT Tr??ng ??nh
EBFB9448XPvAibaEXe+IVHw2W4UqajGc1g2HShpV,THPT,24.85,53,16,THPT ChuyÍn TG
B7D178A6XPvAibaEXe+IVHw2W4Uqaofy1pHMZD/0,THPT,21.25,57,23,THCS v‡ THPT M? Ph??c
815B148DXPvAibaEXe+P3P+fEFRIWNoPQoF+Ga0u,THPT,18.85,48,211,TH-THCS-THPT LÍ Qu˝ ?Ùn-Quy?t Th?ng
E1C46393XPvAibaEXe+P3P+fEFRIWNFCj+xzXCz/,THPT,21.8,51,19,THPT Tr?n V?n Th‡nh
019568E7XPvAibaEXe+P3P+fEFRIWDXExiPZGRaa,THPT,24.8,48,27,THPT Nh?n Tr?ch
2E63F784XPvAibaEXe+P3P+fEFRIWAkq3MElhppP,THPT,25.35,34,42,THPT N˙i Th‡nh
72916CE3XPvAibaEXe+P3P+fEFRIWK7NjKEc7AlK,THPT,21,56,20,THPT Phan Thanh Gi?n
9DE155A7XPvAibaEXe+P3P+fEFRIWK57346B+oO3,THPT,21.8,2,22,THTH ??i h?c S‡i GÚn
55BB54C4XPvAibaEXe+P3P+fEFRIWNdqLeyJcbPn,THPT,24.7,41,9,THPT Hu?nh Th˙c Kh·ng
02FAB066XPvAibaEXe+P3P+fEFRIWPj6XPfklz7k,THPT,25.65,34,61,THPT Nguy?n D?c
FEB0C633XPvAibaEXe+P3P+fEFRIWCovtvpxa3qR,THPT,24.15,44,20,THPT Tr?nh Ho‡i ??c
D254BC2DXPvAibaEXe8Hc2wHUxgky+O0/eB4NKlr,THPT,21.7,2,40,THPT Nguy?n Khuy?n
FEE6FFFDXPvAibaEXe8Hc2wHUxgky3etHFdBGL94,THPT,23.85,25,51,THPT L˝ T? Tr?ng
EE3FB9DEXPvAibaEXe8Hc2wHUxgky+fNoO50R73N,THPT,17.8,2,257,THCS v‡ THPT TrÌ ??c
ED396D3BXPvAibaEXe8Hc2wHUxgky4CO+jMdQoBQ,THPT,24.85,57,13,THPT Tr‡ ‘n
F3AFC8DAXPvAibaEXe8Hc2wHUxgky6LZjkN9QGIT,THPT,24.45,38,32,Tr??ng THPT Nguy?n Th·i H?c
E2000025XPvAibaEXe8Hc2wHUxgky3cmM38gICpI,THPT,23.8,35,28,Tr??ng THPT S? 2 M? ??c
710C98CAXPvAibaEXe8Hc2wHUxgky+1W6/48h7YW,THPT,21.9,37,78,THPT NgÙ LÍ T‚n
6F25CD19XPvAibaEXe8Hc2wHUxgky+vqU7EkXwT4,THPT,24.15,34,16,THPT Nguy?n Hi?n
0368E395XPvAibaEXe8Hc2wHUxgky4xlonemdAzO,THPT,23.45,48,66,THPT Tr?n ??i Ngh?a
22F43E48XPvAibaEXe9UjnPPEYi4UQBulKrM84pK,THPT,21.65,51,76,TC Kinh t? - K? thu?t AG
5FE3899EXPvAibaEXe9UjnPPEYi4Uf/W04om0ZQP,THPT,24.9,2,4,THPT chuyÍn Tr?n ??i Ngh?a
2EB6D9A5XPvAibaEXe9UjnPPEYi4UY/rJc+1ew4U,THPT,23.3,2,245,THCS v‡ THPT Nguy?n Khuy?n
772227F1XPvAibaEXe9UjnPPEYi4UX3ecZSJtG3q,THPT,22.95,2,255,THCS THPT H?ng ??c
B3E4CF3BXPvAibaEXe9UjnPPEYi4UcTDPFKAsEFM,THPT,23.2,34,13,THPT S‡o Nam
9AC7300DXPvAibaEXe9UjnPPEYi4UYL4Pmjsy8Gh,THPT,23.3,37,16,THPT S? 2 An Nh?n
26A675E0XPvAibaEXe9UjnPPEYi4UR3P7cSVrblX,THPT,24.9,39,6,THPT LÍ Trung KiÍn
34B681A8XPvAibaEXe9UjnPPEYi4UV+h8DUMpX32,THPT,22.65,2,68,THPT Ph˙ Nhu?n
5BD7719AXPvAibaEXe+Ee/bNoyDJsvCeLK+oL0vG,THPT,24,49,60,THPT chuyÍn Long An
B96EAD07XPvAibaEXe+Ee/bNoyDJsrd6TrqpLmiO,THPT,21.55,56,2,THPT Nguy?n ?Ïnh Chi?u
EC15F644XPvAibaEXe+Ee/bNoyDJskC9WJ6nr3Ae,THPT,23.75,2,68,THPT Ph˙ Nhu?n
0E1F9B22XPvAibaEXe+Ee/bNoyDJss9tsEhQqAHs,THPT,22.8,2,57,THPT Nguy?n ChÌ Thanh
57D87DB5XPvAibaEXe+Ee/bNoyDJskfGApkK8T+o,THPT,23.6,43,26,THPT Ph??c BÏnh
523AB451XPvAibaEXe+Ee/bNoyDJss4A9USNSu6u,THPT,25.35,42,14,THPT H˘ng V??ng - ??n D??ng
1248CA30XPvAibaEXe+Ee/bNoyDJsjrgUqpNJOQ6,THPT,24.65,2,27,THPT NgÙ Quy?n
27C44449XPvAibaEXe+Ee/bNoyDJsiEhLWZq+MLD,THPT,22.3,44,13,THPT Hu?nh V?n Ngh?
E8BCDEE7XPvAibaEXe+Ee/bNoyDJsoy3ZBF9u7q9,THPT,24.75,38,15,Tr??ng THPT LÍ Qu˝ ?Ùn
C5C829ECXPvAibaEXe85v8rw3dwROi/2w2lEnmVD,THPT,25.25,43,37,THPT ?a Kia
E7704FF9XPvAibaEXe85v8rw3dwROpBSOvjdmjsV,THPT,22.8,38,20,Tr??ng THPT Hu?nh Th˙c Kh·ng
59C3E497XPvAibaEXe85v8rw3dwROu+dZTFwm2rA,THPT,22.75,37,21,THPT Quang Trung
730FB412XPvAibaEXe85v8rw3dwROjSpjSY9gaCg,THPT,23.35,58,9,THPT D??ng Quang ?Ùng
40963A03XPvAibaEXe85v8rw3dwROvpDjjAR6s3C,THPT,22.3,40,59,THPT Th?c h‡nh Cao NguyÍn
202D3FBDXPvAibaEXe85v8rw3dwROnf8+zXA+6Kc,THPT,23.7,37,1,Qu?c H?c Quy Nh?n
626B0A04XPvAibaEXe85v8rw3dwROgy8Z/pogxmI,THPT,24.3,45,17,THPT chuyÍn LÍ QuÌ ?Ùn
C6CA2B25XPvAibaEXe85v8rw3dwROiVwRqi1yEb6,THPT,23.25,49,7,THPT C?n ???c
8304096EXPvAibaEXe85v8rw3dwROjSGU5ciEzKm,THPT,23.85,53,1,THPT C·i BË
BB864E76XPvAibaEXe85v8rw3dwROkTtdcCflL07,THPT,21.3,29,125,THPT Nguy?n Tr??ng T?
330098C0XPvAibaEXe+55g1kTuqhAyBLLJlsYul3,THPT,24.75,50,29,THPT Th·p M??i
4B5AB4F7XPvAibaEXe+55g1kTuqhA/I35jGrD9te,THPT,24.75,33,1,THPT ChuyÍn Qu?c H?c-Hu?
E2638968XPvAibaEXe+55g1kTuqhA+ZtZ7D+vplh,THPT,22.6,42,26,THPT B?o L?c
73D813B6XPvAibaEXe+55g1kTuqhA3u1XH0dWNf1,THPT,22.7,48,5,THPT Tam Hi?p
A142D484XPvAibaEXe+55g1kTuqhA8LINu/LMym4,THPT,24.15,38,15,Tr??ng THPT LÍ Qu˝ ?Ùn
D8EC2478XPvAibaEXe+55g1kTuqhA2eis2lWAxqZ,THPT,23.65,37,1,Qu?c H?c Quy Nh?n
A0FD85C9XPvAibaEXe+55g1kTuqhA4a99o9YI5xI,THPT,19.45,41,15,THPT L˝ T? Tr?ng
0C6A6031XPvAibaEXe+55g1kTuqhAxmrxHxT8ysJ,THPT,19,2,255,THCS THPT H?ng ??c
85E62673XPvAibaEXe+55g1kTuqhAxvdhsciV5yT,THPT,24,56,10,THPT ChÍ-GhÍvara
B9DF1E5AXPvAibaEXe+55g1kTuqhA5v7WisfFIUC,THPT,25.5,2,220,"TH, THCS v‡ THPT NgÙ Th?i Nhi?m"
F55BBDC5XPvAibaEXe9V50Ts4UAUsCMOge7bqzt+,THPT,26.5,35,33,Tr??ng THPT S? 1 ??c Ph?
BB05D862XPvAibaEXe9V50Ts4UAUsNKIVpz35mI7,THPT,23.8,34,2,THPT Phan B?i Ch‚u
BBEA494AXPvAibaEXe9V50Ts4UAUsJBBV3kPQK8e,THPT,20.4,44,18,THPT LÍ L?i
2AF77EC1XPvAibaEXe9V50Ts4UAUsPRIR3pV2yX4,THPT,23.85,53,19,THPT Ch? G?o
10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,THPT,23.5,39,4,Ph? thÙng Duy T‚n
1F12FCA4XPvAibaEXe9V50Ts4UAUsAQ+5gKFgzeq,THPT,25.85,40,59,THPT Th?c h‡nh Cao NguyÍn
516CB8B7XPvAibaEXe9V50Ts4UAUsHjBBjr+GpN6,THPT,24,44,2,THPT chuyÍn H˘ng V??ng
5C0A1217XPvAibaEXe9V50Ts4UAUsLVhms6HFwvs,THPT,24.1,42,18,THPT ??c Tr?ng
18194826XPvAibaEXe9V50Ts4UAUsOTg9uoNUYoK,THPT,24.6,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
C13C36B6XPvAibaEXe/TOGeH6x1BlVDDF+HyOLkO,THPT,24.35,51,74,PT Th?c h‡nh S? ph?m
280F7F2EXPvAibaEXe/TOGeH6x1BlQUztAN4ABTM,THPT,25.7,2,10,THPT Nguy?n Th? Minh Khai
E104C2DFXPvAibaEXe/TOGeH6x1Blcl1Qf0ae4j0,THPT,21.6,51,40,THPT Nguy?n V?n Tho?i
CFFCEE9EXPvAibaEXe/TOGeH6x1BleZUt7+WoUn+,THPT,21.9,2,18,THPT Tr?n Khai NguyÍn
2E6472D5XPvAibaEXe/TOGeH6x1Blas4lTTms1XY,THPT,25.9,32,16,THPT Th? x„ Qu?ng Tr?
BA6AB26AXPvAibaEXe/TOGeH6x1BlcuocqZMkF6q,THPT,21.5,2,54,THPT Tr?n H?ng ??o
EC6A7728XPvAibaEXe/TOGeH6x1BlTvKStAB18TG,THPT,21.2,32,16,THPT Th? x„ Qu?ng Tr?
AD327868XPvAibaEXe/TOGeH6x1BlX2GcRCVyrI7,THPT,21.3,31,39,THPT Ho‡ng Hoa Th·m
C2115F30XPvAibaEXe/TOGeH6x1BlbSouo22nZi4,THPT,22.3,48,18,THPT D?u Gi‚y
1083A68CXPvAibaEXe/TOGeH6x1BlYSHmoQnOl55,THPT,22.2,35,11,Tr??ng THPT Tr?n Qu?c Tu?n
4ABE187CXPvAibaEXe94sKKoWENjB1kc5S0oZHFw,THPT,22.8,42,134,PTDTNT THCS&THPT  LiÍn huy?n phÌa Nam t?nh L‚m ??ng
EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi,THPT,23.8,52,3,THPT ?inh TiÍn Ho‡ng
4156B23BXPvAibaEXe94sKKoWENjB57FgiTYdvHX,THPT,25.3,52,28,THPT Nguy?n Du
EDAC596CXPvAibaEXe94sKKoWENjB2iDnzzjD2sC,THPT,22.75,43,5,THPT H˘ng V??ng
594E6FC5XPvAibaEXe94sKKoWENjB3Gtr1KiiVIx,THPT,25.15,32,16,THPT Th? x„ Qu?ng Tr?
853C37D0XPvAibaEXe94sKKoWENjB9jIyDYOxlKa,THPT,25.6,51,19,THPT Tr?n V?n Th‡nh
0C2AF9F5XPvAibaEXe94sKKoWENjB6fpcrsmxLCQ,THPT,23.65,60,5,THPT Gi· Rai
EB000B1DXPvAibaEXe94sKKoWENjB9jVXJTJTgf/,THPT,23.1,48,23,THPT Long Th‡nh
236B3FF8XPvAibaEXe94sKKoWENjB58QoAc2XFJc,THPT,23.9,52,22,THPT Long H?i - Ph??c T?nh
1FCA4129XPvAibaEXe94sKKoWENjB48rF+m5+//Y,THPT,24.5,2,245,THCS v‡ THPT Nguy?n Khuy?n
