masv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
1B07A21FXPvAibaEXe98bEweMyJa5tmc/sNVzg0f,THPT,24.8,43,5,THPT H˘ng V??ng
AA30C37FXPvAibaEXe98bEweMyJa5nzoPF5t007D,THPT,24.8,52,30,THPT NgÙ Quy?n
F999B6BAXPvAibaEXe/6gqqbvLbYMxj+9Mk/rSE1,THPT,24.95,44,48,TH-THCS-THPT Vi?t Anh
F2F77E8EXPvAibaEXe/6gqqbvLbYM2nX5IVUB9xv,THPT,23.05,2,24,THPT BÏnh Ph˙
0D8E347EXPvAibaEXe/6gqqbvLbYMxirR50rND05,THPT,22.75,48,3,THPT NgÙ Quy?n
EACBAED9XPvAibaEXe/6gqqbvLbYMxyF6EC3RPOZ,THPT,21.7,2,72,THPT Th? ??c
F0656A7AXPvAibaEXe/6gqqbvLbYM40ZtTLrkgFa,THPT,22.75,53,25,THPT Tr??ng ??nh
E50726CDXPvAibaEXe/6gqqbvLbYM/6RR8S9lF0l,THPT,21.95,2,66,THPT Gia ??nh
CE1D08BAXPvAibaEXe/6gqqbvLbYMz0GypCs42Dx,THPT,23.35,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
AF903938XPvAibaEXe/6gqqbvLbYM4o0k90LfKgI,THPT,22.55,2,53,THPT Nguy?n CÙng Tr?
C190179BXPvAibaEXe+LaXEhdAaoNNaSPp+7g/St,THPT,20.7,35,8,Tr??ng THPT Vı NguyÍn Gi·p
46A72702XPvAibaEXe+LaXEhdAaoNMyRnKWzoZLm,THPT,22.85,2,72,THPT Th? ??c
3E584D35XPvAibaEXe+LaXEhdAaoNEnhAFY4MSn8,THPT,23.15,53,19,THPT Ch? G?o
7D5072D6XPvAibaEXe+LaXEhdAaoNCxzL6SSSvJz,THPT,24.55,2,255,THCS THPT H?ng ??c
73AB42FBXPvAibaEXe+LaXEhdAaoNN8kHcuz6VWe,THPT,21.6,2,55,THPT Nguy?n Th??ng Hi?n
2F4131B9XPvAibaEXe+LaXEhdAaoNKQXonOJc3ol,THPT,22,2,220,"TH, THCS v‡ THPT NgÙ Th?i Nhi?m"
E576965EXPvAibaEXe+LaXEhdAaoNBs0OhU5djVs,THPT,22.4,56,15,THPT Nguy?n Ng?c Th?ng
24E6118DXPvAibaEXe+LaXEhdAaoNG2v41uFHIm3,THPT,22.35,42,4,THCS & THPT Chi L?ng - ?‡ L?t
28738743XPvAibaEXe+LaXEhdAaoNNFAwEYqhEoa,THPT,21.25,34,37,THPT Ti?u La
88D5F3ABXPvAibaEXe+s9Ax3cH11abvjSze5mWRZ,THPT,21.45,37,26,THPT S? 1 Ph˘ C·t
AEE15ABCXPvAibaEXe+s9Ax3cH11adEJ0kMxXJJ1,THPT,24.25,34,25,THPT ?? ??ng Tuy?n
663C6377XPvAibaEXe+s9Ax3cH11afONybIC68RH,THPT,22.65,2,95,THPT B‡ ?i?m
997DDE02XPvAibaEXe+s9Ax3cH11aWrp8+jbE0hj,THPT,22.75,40,2,THPT BuÙn Ma Thu?t
8FD48B2EXPvAibaEXe+s9Ax3cH11ad040J0JoCue,THPT,20.9,2,53,THPT Nguy?n CÙng Tr?
A94D5D20XPvAibaEXe+s9Ax3cH11aVXAvzxPjULC,THPT,22.25,48,4,THPT Nam H‡
CB81E9D7XPvAibaEXe+s9Ax3cH11ac5cIx25zMms,THPT,24.25,2,60,THPT Tr?n Ph˙
A152DBF7XPvAibaEXe+s9Ax3cH11abdcfywUvfJu,THPT,21.3,2,269,THPT Th‡nh Nh‚n
960D5F00XPvAibaEXe8cyAoRoKB5Pf6+/1TIFF3F,THPT,24.3,35,10,Tr??ng THPT S?n M?
105C8BE9XPvAibaEXe8cyAoRoKB5PQq6xa0HSt/F,THPT,25.1,37,42,THPT Ho‡i ¬n
C797001DXPvAibaEXe8cyAoRoKB5PX0fU8NwzSMq,THPT,25.7,51,15,THPT V?nh X??ng
3385034BXPvAibaEXe8cyAoRoKB5PajVjFc6Jomy,THPT,22.4,52,1,THPT V?ng T‡u
4B2718D9XPvAibaEXe8cyAoRoKB5PfES3ONxovb+,THPT,22.55,37,28,THPT S? 3 Ph˘ C·t
A403A2B6XPvAibaEXe8cyAoRoKB5PV4vYIdhQu1s,THPT,23.75,44,24,THPT D? An
76E64AD7XPvAibaEXe8cyAoRoKB5PRioWIHNF5Xx,THPT,23,49,12,THPT H?u Ngh?a
F30FCF04XPvAibaEXe8cyAoRoKB5PVyDqtNLRdNw,THPT,21.3,27,81,THPT YÍn Kh·nh A
F3E2430BXPvAibaEXe8cyAoRoKB5Pa3fzYSi6ccP,THPT,24.3,50,26,THPT Th?ng Linh
A3663D10XPvAibaEXe8cyAoRoKB5PeOQmBVk3aQf,THPT,23.3,2,245,THCS v‡ THPT Nguy?n Khuy?n
5230CB0DXPvAibaEXe9lVlYxgSyBvz/7Hzuyz8h6,THPT,21.3,48,4,THPT Nam H‡
D5B3C805XPvAibaEXe9lVlYxgSyBv69kvgGPFtUR,THPT,23.8,58,43,Th?c H‡nh S? Ph?m
D9E3B4EDXPvAibaEXe9lVlYxgSyBv66sedsCY2EX,THPT,26.4,48,21,THPT Xu‚n L?c
67E97092XPvAibaEXe9lVlYxgSyBv3Lnr469JQ2W,THPT,24,35,1,Tr??ng THPT Tr?n K? Phong
EF616C98XPvAibaEXe9lVlYxgSyBv8ionYcuVlpe,THPT,25.65,37,27,THPT S? 2 Ph˘ C·t
4D33937CXPvAibaEXe9lVlYxgSyBvzLdVAYVwMm9,THPT,24.8,47,14,THPT ??c T‚n
5EC905C1XPvAibaEXe9lVlYxgSyBv8L3QY+DwXkS,THPT,23.65,38,11,Tr??ng THPT Quang Trung
31B4A7D2XPvAibaEXe9lVlYxgSyBvyn1swHffiei,THPT,22.1,2,53,THPT Nguy?n CÙng Tr?
016AB880XPvAibaEXe9lVlYxgSyBv8bGU/pM3AL/,THPT,21.3,47,1,THPT Phan B?i Ch‚u
71011726XPvAibaEXe+b6DqXDWl+u4Zc402CxYcZ,THPT,19,2,23,THPT M?c ??nh Chi
812238A2XPvAibaEXe+b6DqXDWl+uzrJYr/xvDdP,THPT,21.65,37,1,Qu?c H?c Quy Nh?n
B679EB50XPvAibaEXe+b6DqXDWl+uxKiVONh0pr3,THPT,24.15,59,21,THPT Hu?nh H?u Ngh?a
0BFEEE4BXPvAibaEXe+b6DqXDWl+u18pf4FKPL0W,THPT,24.65,45,16,THPT TÙn ??c Th?ng
88EDFCF1XPvAibaEXe+b6DqXDWl+u18kbTLx/2vd,THPT,21.8,2,17,THPT H˘ng V??ng
4CC29F99XPvAibaEXe+b6DqXDWl+u92RkkV5O9rf,THPT,25.15,44,24,THPT D? An
6800D0F1XPvAibaEXe+b6DqXDWl+uzldcvCdgZRb,THPT,24.05,35,28,Tr??ng THPT S? 2 M? ??c
29C88198XPvAibaEXe+b6DqXDWl+uydDZDeXPiZm,THPT,24.85,48,3,THPT NgÙ Quy?n
95186F69XPvAibaEXe+b6DqXDWl+u6qo9ul1ciew,THPT,21,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
9171F589XPvAibaEXe/9LBBkdbcCWEqSLCkaGPM8,THPT,26.3,40,37,THPT Y Jut
48305A09XPvAibaEXe/9LBBkdbcCWLfm5Pw4tl3x,THPT,23.9,41,17,THPT chuyÍn LÍ Qu˝ ?Ùn
D5C03AB0XPvAibaEXe/9LBBkdbcCWOBMBmj34LRf,THPT,24.5,40,2,THPT BuÙn Ma Thu?t
327B0751XPvAibaEXe/9LBBkdbcCWFBbfXlCb9MQ,THPT,24.55,2,245,THCS v‡ THPT Nguy?n Khuy?n
FD1D86A8XPvAibaEXe/9LBBkdbcCWH3XmaplIwCP,THPT,21.05,51,1,THPT Long XuyÍn
FC16D228XPvAibaEXe/9LBBkdbcCWNRtfhrON9kO,THPT,20.15,53,19,THPT Ch? G?o
D4804491XPvAibaEXe/9LBBkdbcCWD75rxL6ZmuY,THPT,22.95,35,11,Tr??ng THPT Tr?n Qu?c Tu?n
FF99FA4BXPvAibaEXe/9LBBkdbcCWFCdDLFn3R+v,THPT,21.65,2,57,THPT Nguy?n ChÌ Thanh
3DF60F05XPvAibaEXe/9LBBkdbcCWKovwcgQ4mjo,THPT,24,2,46,THPT Nam K? Kh?i Ngh?a
FCF917BCXPvAibaEXe/9LBBkdbcCWDNBRNKyqX44,THPT,24.95,42,21,THPT Di Linh
2987F89FXPvAibaEXe9ZBnO1fewQMZQYKCfG9v+Z,THPT,23.95,61,2,THPT H? Th? K?
C602C014XPvAibaEXe9ZBnO1fewQMcJa1UpHJPFk,THPT,22.65,2,27,THPT NgÙ Quy?n
38A1E242XPvAibaEXe9ZBnO1fewQMTsxi1U7KHSO,THPT,23.8,32,22,THPT V?nh ??nh
50D1FD1CXPvAibaEXe9ZBnO1fewQMcwYSQP71non,THPT,22.65,32,24,THPT chuyÍn LÍ Qu˝ ?Ùn
414D4C0CXPvAibaEXe9ZBnO1fewQMfD6U3Fw2QVx,THPT,24.65,58,41,Ph? thÙng DTNT THCS v‡ THPT huy?n Tr‡ C˙
DF355561XPvAibaEXe9ZBnO1fewQMf+ds9wRu5fU,THPT,23.1,29,2,THPT Hu?nh Th˙c Kh·ng
C7AB8185XPvAibaEXe9ZBnO1fewQMaT6a2txupZs,THPT,25.6,44,45,THCS-THPT Nguy?n Khuy?n
C915A546XPvAibaEXe9ZBnO1fewQMbQEy7JAam5+,THPT,24.2,2,36,THPT Nguy?n Hu?
1DA191F4XPvAibaEXe9ZBnO1fewQMSR8OkPjJl25,THPT,21.6,37,16,THPT S? 2 An Nh?n
00256CA6XPvAibaEXe9ZBnO1fewQMfc0mu/9tLFg,THPT,23.6,61,21,THPT SÙng ??c
903D9737XPvAibaEXe+8xcWrHsA1KrRjt3Rv9RsC,THPT,25.5,43,37,THPT ?a Kia
7124C278XPvAibaEXe+8xcWrHsA1Kif81D5bdXuS,THPT,22.15,56,17,THPT LÍ Ho‡ng Chi?u
BAF1D59FXPvAibaEXe+8xcWrHsA1Kkzmuq4UwP53,THPT,23.55,2,23,THPT M?c ??nh Chi
FAE51DC9XPvAibaEXe+8xcWrHsA1KmNJUWtyUXeX,THPT,24.85,2,68,THPT Ph˙ Nhu?n
101F233DXPvAibaEXe+8xcWrHsA1KponLl2EU78E,THPT,21.4,2,72,THPT Th? ??c
994397A9XPvAibaEXe+8xcWrHsA1KkXcaNCHTYeY,THPT,23.7,2,2,THPT B˘i Th? Xu‚n
8A8ED994XPvAibaEXe+8xcWrHsA1Kp7iS70u/MO2,THPT,22,51,30,THPT Nguy?n H?u C?nh
1FF0692EXPvAibaEXe+8xcWrHsA1Km1WGnFoswWy,THPT,24.8,2,94,THPT Nguy?n H?u C?u
31CB4B54XPvAibaEXe+8xcWrHsA1Ko15ttlRvORQ,THPT,22.15,2,232,TH THCS v‡ THPT M? Vi?t
EC37764CXPvAibaEXe+8xcWrHsA1KtIMxHPERy8w,THPT,23.3,42,26,THPT B?o L?c
8ED4F84CXPvAibaEXe8BcBqSm3bVhl4/s5JGZ9pz,THPT,23.35,34,7,THPT chuyÍn Nguy?n B?nh KhiÍm
E5F5829CXPvAibaEXe8BcBqSm3bVhlYjoN/0RLPS,THPT,22.75,55,13,THPT ChuyÍn L˝ T? Tr?ng
E604541BXPvAibaEXe8BcBqSm3bVhiS8p8t5h8Wt,THPT,21.65,34,42,THPT N˙i Th‡nh
5F1B0D8BXPvAibaEXe8BcBqSm3bVhsgeeUEDyUBF,THPT,19.6,2,48,THPT Vı Tr??ng To?n
A5154F1CXPvAibaEXe8BcBqSm3bVhncwIoKK8+BD,THPT,24.2,52,4,THPT ChuyÍn LÍ Qu˝ ?Ùn
1033CB0CXPvAibaEXe8BcBqSm3bVhnZ+dwRufBYc,THPT,24.35,33,8,THPT HÛa Ch‚u
313480E4XPvAibaEXe8BcBqSm3bVhkR4alnJ+Wkr,THPT,25.45,48,300,THPT Ho‡ng Di?u
0852976FXPvAibaEXe8BcBqSm3bVhj7PwHsplpJx,THPT,24.5,40,24,THPT ChuyÍn Nguy?n Du
A75970D5XPvAibaEXe8BcBqSm3bVhsedkQVMVcJI,THPT,24.65,48,11,THPT Th?ng Nh?t A
B5A14B20XPvAibaEXe/CLThnKnYPfkCbTL5ZEjt7,THPT,21.35,2,37,THPT Ph??c Long
40EDCAF2XPvAibaEXe/CLThnKnYPfjDJBJD9icWi,THPT,24.75,52,21,THPT Tr?n V?n Quan
1ED81813XPvAibaEXe/CLThnKnYPfgT8bFMNRz6H,THPT,24.65,40,71,THPT Ph?m V?n ??ng
2FE628E1XPvAibaEXe/CLThnKnYPfmiKKUOgQUEk,THPT,21.45,58,11,Ph? thÙng D‚n T?c N?i Tr˙ - THPT t?nh Tr‡ Vinh
5B814493XPvAibaEXe/CLThnKnYPfq1UKzLezkZo,THPT,25.8,57,1,THPT L?u V?n Li?t
A9D95DA0XPvAibaEXe/CLThnKnYPfoHOTW5zEDho,THPT,22.85,49,8,THPT R?ch Ki?n
DA7C55A7XPvAibaEXe/CLThnKnYPfn0jbpD+yIYu,THPT,24.3,40,65,THPT Phan ??ng L?u
39C7405FXPvAibaEXe/CLThnKnYPfrP4aclFFV14,THPT,24,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
8D83C8EBXPvAibaEXe/CLThnKnYPftp7DDS1wHtc,THPT,21.95,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
4495FB9BXPvAibaEXe+3IeSFe/CqDBgPKQR6OjKm,THPT,22.6,2,53,THPT Nguy?n CÙng Tr?
EA22C745XPvAibaEXe+3IeSFe/CqDAIawsMsmxLy,THPT,22.75,40,86,"Tr??ng TH, THCS v‡ THPT Victory"
DADE9054XPvAibaEXe+3IeSFe/CqDEj3xUk5CqN3,THPT,22.5,2,61,THPT T‚y Th?nh
E9C9D84CXPvAibaEXe+3IeSFe/CqDPyfMC3LJci5,THPT,22.5,2,65,THPT Ho‡ng Hoa Th·m
64EFE5E5XPvAibaEXe+3IeSFe/CqDBF/1Yzqq/Om,THPT,22.9,53,2,THPT Ph?m Th‡nh Trung
6188622DXPvAibaEXe+3IeSFe/CqDDa2JQWaBS3j,THPT,24.65,39,1,THPT Nguy?n Hu?
814CBB93XPvAibaEXe+3IeSFe/CqDEOSeHkU3kcM,THPT,22.85,2,55,THPT Nguy?n Th??ng Hi?n
4C69B0DCXPvAibaEXe+3IeSFe/CqDLk+18AWDhoI,THPT,23.15,2,16,THPT chuyÍn LÍ H?ng Phong
5B2FCB81XPvAibaEXe+3IeSFe/CqDBOBwpEFP6ik,THPT,24.95,52,32,THPT Nguy?n V?n C?
0E24D46BXPvAibaEXe+3IeSFe/CqDLQw1YBtMG+0,THPT,22.35,48,1,THPT ChuyÍn L??ng Th? Vinh
C81194F2XPvAibaEXe/lq24VwKc+LCvZJVyTRNOx,THPT,21.5,37,15,THPT S? 1 An Nh?n
6AF29538XPvAibaEXe/lq24VwKc+LC3e/iCpEin8,THPT,24.95,46,42,THPT Nguy?n Tr„i (Tr??c 01/02/2020)
317406B1XPvAibaEXe/lq24VwKc+LBu5V9oUFzKS,THPT,23.25,41,17,THPT chuyÍn LÍ Qu˝ ?Ùn
16E15ECFXPvAibaEXe/lq24VwKc+LH2JaVx+wPJx,THPT,24.9,37,12,THPT Nguy?n DiÍu
DB03A0C7XPvAibaEXe/lq24VwKc+LC7Wl3zmO1iW,THPT,21.7,2,66,THPT Gia ??nh
AC734B21XPvAibaEXe/lq24VwKc+LNPiNPR4nMhQ,THPT,24.35,53,10,THPT T‚n Hi?p
54DDB6B0XPvAibaEXe/lq24VwKc+LP7fw2oHUTdQ,THPT,21.35,2,2,THPT B˘i Th? Xu‚n
63A46CEEXPvAibaEXe/lq24VwKc+LDboJmBo8+jD,THPT,25.7,32,16,THPT Th? x„ Qu?ng Tr?
86589374XPvAibaEXe/lq24VwKc+LK7aHDdkTcPt,THPT,22.25,42,8,THPT ChuyÍn Th?ng Long - ?‡ L?t
AD31B71AXPvAibaEXe/lq24VwKc+LCMUJ8xNhTei,THPT,26.15,40,24,THPT ChuyÍn Nguy?n Du
4338F05FXPvAibaEXe+ba4DZYrt+PL8XsMFUL5Yx,THPT,19.9,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
ACFE0B34XPvAibaEXe+ba4DZYrt+PIlTWsa5VdjD,THPT,24.55,2,269,THPT Th‡nh Nh‚n
4C51140AXPvAibaEXe+ba4DZYrt+PPkkbMPFyV6e,THPT,24.95,2,5,THPT L??ng Th? Vinh
F07997ADXPvAibaEXe+ba4DZYrt+PLuUQfxkDw3t,THPT,26.6,2,60,THPT Tr?n Ph˙
C1DB1120XPvAibaEXe+ba4DZYrt+PDnRlMl9fRKp,THPT,24.95,52,28,THPT Nguy?n Du
74C4EF81XPvAibaEXe+ba4DZYrt+PPV4pVSTvz5u,THPT,20.95,2,2,THPT B˘i Th? Xu‚n
4B71804DXPvAibaEXe+ba4DZYrt+PMUIInp+bwUk,THPT,24.75,34,53,THPT Kh‚m ??c
6EEB8335XPvAibaEXe+ba4DZYrt+PFj014j6yHC/,THPT,23.3,32,16,THPT Th? x„ Qu?ng Tr?
5FD90A13XPvAibaEXe+ba4DZYrt+PH4NCeLOnwhA,THPT,24.1,28,104,THPT H‡ Trung
272F2A74XPvAibaEXe+ba4DZYrt+PKPplgRlYVJo,THPT,22.95,48,40,THPT Tam Ph??c
7843249EXPvAibaEXe81fV8vPRwD6GjOyqUKsOyG,THPT,25.3,43,18,THPT L?c Ninh
A36D09CCXPvAibaEXe81fV8vPRwD6CJt7YlYSrkA,THPT,26.15,29,73,THPT Thanh Ch??ng 3
ACB0A192XPvAibaEXe81fV8vPRwD6CobL6sASSeh,THPT,23.95,2,7,THPT Gi?ng ‘ng T?
28A49A8BXPvAibaEXe81fV8vPRwD6Lnl35EWVuyL,THPT,27.75,42,26,THPT B?o L?c
8D2B99D9XPvAibaEXe81fV8vPRwD6DZ50b+bojAD,THPT,24,48,19,THPT V?n Hi?n
51CC5B86XPvAibaEXe81fV8vPRwD6Nh7dkHUgk1j,THPT,23.85,45,9,THPT Chu V?n An
58162388XPvAibaEXe81fV8vPRwD6EDfDvQ2K8hC,THPT,24.6,32,20,THPT Tri?u Phong
7AABA828XPvAibaEXe81fV8vPRwD6DL+DJpIGfz0,THPT,22.5,47,8,THPT T·nh Linh
04CDB750XPvAibaEXe81fV8vPRwD6JYmHnM75CHO,THPT,24.6,63,4,THPT Nguy?n T?t Th‡nh
66B7076AXPvAibaEXe+wnAHzeNC8Ylh9u9hOSGle,THPT,24.2,38,57,Tr??ng THPT Vı V?n Ki?t
4D0CAC3EXPvAibaEXe+wnAHzeNC8YuiSvE0JkCDY,THPT,23.75,42,79,THPT Hu?nh Th˙c Kh·ng - L‚m H‡
B37CA01EXPvAibaEXe+wnAHzeNC8Yn9raNPQF8JC,THPT,23.5,35,52,Tr??ng THPT L˝ S?n
7589F77FXPvAibaEXe+wnAHzeNC8YssfOqICCElD,THPT,18.35,2,67,THPT Tr?n V?n Gi‡u
CB456CC9XPvAibaEXe+wnAHzeNC8YsPJQpKFuYFJ,THPT,22.9,48,11,THPT Th?ng Nh?t A
86D95EF1XPvAibaEXe+wnAHzeNC8Ynp88+vLxS5+,THPT,25.25,40,59,THPT Th?c h‡nh Cao NguyÍn
C1C0C4AEXPvAibaEXe+wnAHzeNC8Yg3KwYNkWTzJ,THPT,22.75,2,61,THPT T‚y Th?nh
A910AEB0XPvAibaEXe+wnAHzeNC8YqkMB4kk2Qhq,THPT,22.2,34,42,THPT N˙i Th‡nh
AFF1F708XPvAibaEXe+wnAHzeNC8YnkfVyEd6837,THPT,23.5,31,39,THPT Ho‡ng Hoa Th·m
8260AC4EXPvAibaEXe+wnAHzeNC8YqRE0uIl+mi1,THPT,24.95,51,18,THPT Nguy?n ChÌ Thanh
4C3CB19CXPvAibaEXe+GGliW+AfAjOn0dhxv0WKu,THPT,19,2,36,THPT Nguy?n Hu?
A623D2ACXPvAibaEXe+GGliW+AfAjHgnlv2jdGL6,THPT,24.45,37,36,THPT T?ng B?t H?
9510987DXPvAibaEXe+GGliW+AfAjNm7Wvo/+2gJ,THPT,24.45,34,10,THPT chuyÍn LÍ Th·nh TÙng
F4134FB8XPvAibaEXe+GGliW+AfAjF1YrHYmVrLk,THPT,23.2,42,26,THPT B?o L?c
D95DCCC6XPvAibaEXe+GGliW+AfAjPVsAFjRjr1S,THPT,24.6,43,5,THPT H˘ng V??ng
C4EE9609XPvAibaEXe+GGliW+AfAjDMilsuoL5J7,THPT,22.2,2,53,THPT Nguy?n CÙng Tr?
37C69A3CXPvAibaEXe+GGliW+AfAjAOZ5OazMcO3,THPT,24.9,44,52,THPT Long HÚa
481A6067XPvAibaEXe+GGliW+AfAjEt6VXIhoDP6,THPT,26.7,2,1,THPT Tr?ng V??ng
19BECA3AXPvAibaEXe+GGliW+AfAjBIWWKvbzj5O,THPT,23.3,2,225,"TH, THCS v‡ THPT Tr??ng V?nh K˝"
C7CFA88CXPvAibaEXe+GGliW+AfAjJH1fIxpbq5M,THPT,23.2,61,4,THPT Th?i BÏnh
74FAA182XPvAibaEXe/ESOA28kZtDiYIeykRfinM,THPT,24.75,40,24,THPT ChuyÍn Nguy?n Du
102B5F0CXPvAibaEXe/ESOA28kZtDukC4mA7vWKJ,THPT,20.15,44,20,THPT Tr?nh Ho‡i ??c
428FF3BFXPvAibaEXe/ESOA28kZtDiKfZYr+HWyv,THPT,23.55,32,26,THPT LÍ L?i
C0AE2077XPvAibaEXe/ESOA28kZtDpuO26Uh7yBO,THPT,21.95,42,3,THPT B˘i Th? Xu‚n
B606A119XPvAibaEXe/ESOA28kZtDjbQgD3C1HU8,THPT,22.65,52,5,THPT Nguy?n Hu?
71D36D40XPvAibaEXe/ESOA28kZtDtMYPCPMEfvg,THPT,17.8,2,7,THPT Gi?ng ‘ng T?
9E1721A7XPvAibaEXe/ESOA28kZtDod6ZWkzGwru,THPT,21.95,2,73,THPT Tam Ph˙
DAF17921XPvAibaEXe/ESOA28kZtDsLToj5QZohy,THPT,24.95,32,34,THPT H??ng Ho·
08782EBCXPvAibaEXe9zVZKaStZ09MV9x0bcbU8i,THPT,24.6,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
BA540562XPvAibaEXe9zVZKaStZ09M1kpi8UwAdl,THPT,25.6,40,46,THPT H˘ng V??ng
852AB6FBXPvAibaEXe9zVZKaStZ09JfwDhFB+dyV,THPT,21.55,2,220,"TH, THCS v‡ THPT NgÙ Th?i Nhi?m"
1F67866CXPvAibaEXe9zVZKaStZ09PPIGXdGFckn,THPT,24.9,37,1,Qu?c H?c Quy Nh?n
7E43EE56XPvAibaEXe9zVZKaStZ09At3tK6+Anzb,THPT,21.9,38,2,Tr??ng THPT Phan B?i Ch‚u
39F053A4XPvAibaEXe9zVZKaStZ09Mr38O1aLuN9,THPT,23.85,16,95,THPT Hai B‡ Tr?ng
CAD31649XPvAibaEXe9zVZKaStZ09AnLpdHb07X/,THPT,23.85,2,255,THCS THPT H?ng ??c
9A825235XPvAibaEXe9zVZKaStZ09O1cfnd4zC+Z,THPT,23,55,13,THPT ChuyÍn L˝ T? Tr?ng
88496611XPvAibaEXe9zVZKaStZ09GTkrzfL4NY0,THPT,24.05,49,10,THPT C?n Giu?c
A5C189C6XPvAibaEXe9zVZKaStZ09Bf70EEj0ibp,THPT,23.9,33,13,THPT Nguy?n ?Ïnh Chi?u
5135E5A2XPvAibaEXe/KP8Z+xE/sY37dNvM38zqE,THPT,23.5,41,15,THPT L˝ T? Tr?ng
E05CA818XPvAibaEXe/KP8Z+xE/sY5RcHTLG0W0w,THPT,24.1,4,2,THPT Phan Ch‚u Trinh
5E3B9A5CXPvAibaEXe/KP8Z+xE/sYxCKDfiNsaex,THPT,22.1,2,13,THPT Nguy?n Th? Di?u
D9D9A5FCXPvAibaEXe/KP8Z+xE/sY9E1u8kxGshj,THPT,24.75,2,60,THPT Tr?n Ph˙
6CCFF9D3XPvAibaEXe/KP8Z+xE/sYxf47ovvLcr7,THPT,24,44,24,THPT D? An
BF18D491XPvAibaEXe/KP8Z+xE/sY6LIXbTMzS2H,THPT,26.3,2,245,THCS v‡ THPT Nguy?n Khuy?n
EDF935D9XPvAibaEXe/KP8Z+xE/sYz8OsCVcSuhF,THPT,23.35,2,220,"TH, THCS v‡ THPT NgÙ Th?i Nhi?m"
80FA0ECEXPvAibaEXe/KP8Z+xE/sY+uEu3Ciph7N,THPT,25.1,39,27,THPT Nguy?n Th·i BÏnh
F69EF0B7XPvAibaEXe9O6/F07jTuvzSnSW4I6a4V,THPT,23.6,34,97,THPT Cao B· Qu·t (T? 2018)
C9369D3FXPvAibaEXe9O6/F07jTuv5GRZ/kkU0bn,THPT,23.5,40,59,THPT Th?c h‡nh Cao NguyÍn
42491BFAXPvAibaEXe9O6/F07jTuv6cw8X3wAjXj,THPT,22.45,37,28,THPT S? 3 Ph˘ C·t
7E14FCE2XPvAibaEXe9O6/F07jTuv/syDQU8xrvy,THPT,24.75,38,14,Tr??ng THPT LÍ Ho‡n
DEFE01D1XPvAibaEXe9O6/F07jTuvwkH/3s/2vle,THPT,24.55,51,19,THPT Tr?n V?n Th‡nh
588496D8XPvAibaEXe9O6/F07jTuv0wBRnLhprnd,THPT,27.9,29,6,THPT ChuyÍn Phan B?i Ch‚u
DE36DB71XPvAibaEXe9O6/F07jTuv3Z/G0YdbrV5,THPT,24.05,30,16,THPT Can L?c
B0E6C48EXPvAibaEXe9O6/F07jTuv2iubEfEzeow,THPT,24.8,52,31,THPT Tr?n Ph˙
E185C0F6XPvAibaEXe9O6/F07jTuv07xJL7DkUkw,THPT,22.75,30,7,THPT C?m BÏnh
5AEDE7D0XPvAibaEXe9O6/F07jTuv3kW0evqB5/z,THPT,24.75,2,245,THCS v‡ THPT Nguy?n Khuy?n
794AF669XPvAibaEXe/7VNok06ub0KSN0xZ1STyn,THPT,22.65,2,10,THPT Nguy?n Th? Minh Khai
D9EA631DXPvAibaEXe/7VNok06ub0Dev6lxcgviq,THPT,22.4,56,30,THPT ChuyÍn B?n Tre
FDD36150XPvAibaEXe/7VNok06ub0Iv7mj4brU6G,THPT,17.85,2,17,THPT H˘ng V??ng
EFC6CC7FXPvAibaEXe/7VNok06ub0LxKcLYQ406/,THPT,21.05,43,26,THPT Ph??c BÏnh
DF9F19C7XPvAibaEXe/7VNok06ub0JvLoH9dyvXN,THPT,24.65,2,245,THCS v‡ THPT Nguy?n Khuy?n
EA5CA259XPvAibaEXe/7VNok06ub0IqniCJoX9Ie,THPT,21.7,46,29,THPT L˝ Th??ng Ki?t (Tr??c 01/02/2020)
33CAB33DXPvAibaEXe/7VNok06ub0OLC1+cPB/1J,THPT,22.65,2,85,THPT C? Chi
B44E0B4CXPvAibaEXe/7VNok06ub0ATdhABiuyx3,THPT,19.5,54,6,THPT Nguy?n Th?n Hi?n
8D595135XPvAibaEXe/7VNok06ub0AZtZPeKXUSA,THPT,23.95,30,40,THPT ChuyÍn H‡ T?nh
594AC45DXPvAibaEXe/7VNok06ub0EesnYpVAzra,THPT,24.4,25,2,THPT chuyÍn LÍ H?ng Phong
952CCDB3XPvAibaEXe+g+689Av0WQxjR/4g6pBAb,THPT,22.65,2,245,THCS v‡ THPT Nguy?n Khuy?n
E854A3AFXPvAibaEXe+g+689Av0WQ2EGhzPU1Qh5,THPT,21.5,3,84,THPT Qu?c Tu?n
C0876D1FXPvAibaEXe+g+689Av0WQ2LNsIBPcXwW,THPT,24.25,40,16,THPT Tr?n Qu?c To?n
27287D52XPvAibaEXe+g+689Av0WQ2TzEcelm+th,THPT,24.65,43,42,THPT chuyÍn BÏnh Long
